"id_store","id_date","id_product","id_client","id_sale","quantity","discount_percent","name","age","gender","city.x","segment","product_name","category","unit_price","production_cost","margin","margin_rate","date","year","month","month_name","day","weekday","store_name","city.y","surface_m2","price_before_discount","discount_amount","total_amount","total_cost","net_profit","z_score"
1,113,8,271,159,3,10,"Client 0271",53,"F","Constantine","Premium","Product 008","Clothing",1306.33,9455.26,-8148.93,-623.8,2023-04-23,2023,4,"avril",23,"dimanche","Store Center","Alger",500,3918.99,391.899,3527.091,28365.78,-24838.689,-1.13284743185321
1,412,19,200,167,1,0,"Client 0200",18,"F","Oran","Standard","Product 019","Clothing",15602.58,11886.55,3716.03,23.82,2024-02-16,2024,2,"février",16,"vendredi","Store Center","Alger",500,15602.58,0,15602.58,11886.55,3716.03,-0.645142128374607
1,381,17,192,1779,5,15,"Client 0192",24,"M","Constantine","Standard","Product 017","Food",18301.26,1606.83,16694.43,91.22,2024-01-16,2024,1,"janvier",16,"mardi","Store Center","Alger",500,91506.3,13725.945,77780.355,8034.15,69746.205,1.86609618470731
1,502,46,212,104,1,5,"Client 0212",48,"M","Oran","Standard","Product 046","Sports",23196.93,14461.92,8735.01,37.66,2024-05-16,2024,5,"mai",16,"jeudi","Store Center","Alger",500,23196.93,1159.8465,22037.0835,14461.92,7575.1635,-0.385265159234754
1,176,43,188,445,1,5,"Client 0188",35,"F","Blida","Economy","Product 043","Food",10967.98,5084.44,5883.54,53.64,2023-06-25,2023,6,"juin",25,"dimanche","Store Center","Alger",500,10967.98,548.399,10419.581,5084.44,5335.141,-0.85447328674213
1,99,47,147,703,4,0,"Client 0147",66,"M","Constantine","Standard","Product 047","Clothing",9563.42,11883.42,-2320,-24.26,2023-04-09,2023,4,"avril",9,"dimanche","Store Center","Alger",500,38253.68,0,38253.68,47533.68,-9280,0.269691349559427
1,503,27,151,876,2,10,"Client 0151",23,"M","Oran","Premium","Product 027","Sports",11158.27,8427.43,2730.84,24.47,2024-05-17,2024,5,"mai",17,"vendredi","Store Center","Alger",500,22316.54,2231.654,20084.886,16854.86,3230.026,-0.464110585220208
1,644,5,53,743,1,0,"Client 0053",30,"F","Constantine","Standard","Product 005","Sports",23174.42,11332.25,11842.17,51.1,2024-10-05,2024,10,"octobre",5,"samedi","Store Center","Alger",500,23174.42,0,23174.42,11332.25,11842.17,-0.339330369936384
1,163,3,245,1322,4,5,"Client 0245",26,"M","Oran","Standard","Product 003","Home",26041.1,1069.1,24972,95.89,2023-06-12,2023,6,"juin",12,"lundi","Store Center","Alger",500,104164.4,5208.22,98956.18,4276.4,94679.78,2.72134620050665
1,206,32,140,1439,1,10,"Client 0140",36,"F","Blida","Standard","Product 032","Clothing",16240.74,5230.82,11009.92,67.79,2023-07-25,2023,7,"juillet",25,"mardi","Store Center","Alger",500,16240.74,1624.074,14616.666,5230.82,9385.846,-0.68496126005315
1,145,23,281,1208,1,5,"Client 0281",50,"F","Constantine","Economy","Product 023","Clothing",23975.69,10250.79,13724.9,57.25,2023-05-25,2023,5,"mai",25,"jeudi","Store Center","Alger",500,23975.69,1198.7845,22776.9055,10250.79,12526.1155,-0.355385200499324
1,515,38,19,387,3,0,"Client 0019",18,"M","Blida","Standard","Product 038","Sports",10903.83,8936.47,1967.36,18.04,2024-05-29,2024,5,"mai",29,"mercredi","Store Center","Alger",500,32711.49,0,32711.49,26809.41,5902.08,0.0458531715870008
1,527,12,164,830,2,5,"Client 0164",63,"M","Oran","Premium","Product 012","Sports",4326.53,9151.69,-4825.16,-111.52,2024-06-10,2024,6,"juin",10,"lundi","Store Center","Alger",500,8653.06,432.653,8220.407,18303.38,-10082.973,-0.943293608889933
1,81,33,160,59,2,0,"Client 0160",44,"F","Annaba","Economy","Product 033","Clothing",21835.99,9599.78,12236.21,56.04,2023-03-22,2023,3,"mars",22,"mercredi","Store Center","Alger",500,43671.98,0,43671.98,19199.56,24472.42,0.488525853556583
1,322,13,178,710,3,20,"Client 0178",42,"M","Annaba","Standard","Product 013","Food",29459.03,13790.59,15668.44,53.19,2023-11-18,2023,11,"novembre",18,"samedi","Store Center","Alger",500,88377.09,17675.418,70701.672,41371.77,29329.902,1.58020206971587
1,641,11,187,589,1,10,"Client 0187",55,"F","Oran","Economy","Product 011","Sports",28466.3,10520.7,17945.6,63.04,2024-10-02,2024,10,"octobre",2,"mercredi","Store Center","Alger",500,28466.3,2846.63,25619.67,10520.7,15098.97,-0.240571521054069
1,310,46,247,341,2,15,"Client 0247",32,"F","Blida","Premium","Product 046","Sports",23196.93,14461.92,8735.01,37.66,2023-11-06,2023,11,"novembre",6,"lundi","Store Center","Alger",500,46393.86,6959.079,39434.781,28923.84,10510.941,0.317393701128285
1,224,38,197,1295,4,15,"Client 0197",59,"M","Alger","Economy","Product 038","Sports",10903.83,8936.47,1967.36,18.04,2023-08-12,2023,8,"août",12,"samedi","Store Center","Alger",500,43615.32,6542.298,37073.022,35745.88,1327.142,0.222006889891215
1,69,23,64,1416,1,0,"Client 0064",43,"M","Alger","Economy","Product 023","Clothing",23975.69,10250.79,13724.9,57.25,2023-03-10,2023,3,"mars",10,"vendredi","Store Center","Alger",500,23975.69,0,23975.69,10250.79,13724.9,-0.306968647067993
1,418,46,34,472,1,10,"Client 0034",58,"M","Alger","Economy","Product 046","Sports",23196.93,14461.92,8735.01,37.66,2024-02-22,2024,2,"février",22,"jeudi","Store Center","Alger",500,23196.93,2319.693,20877.237,14461.92,6415.317,-0.432109083258957
1,197,15,11,144,2,0,"Client 0011",18,"M","Blida","Premium","Product 015","Food",8812.57,5897.24,2915.33,33.08,2023-07-16,2023,7,"juillet",16,"dimanche","Store Center","Alger",500,17625.14,0,17625.14,11794.48,5830.66,-0.563454899095222
1,103,37,184,1340,1,0,"Client 0184",30,"F","Oran","Standard","Product 037","Sports",27782.6,2754.9,25027.7,90.08,2023-04-13,2023,4,"avril",13,"jeudi","Store Center","Alger",500,27782.6,0,27782.6,2754.9,25027.7,-0.153215022940165
1,419,41,152,1144,1,0,"Client 0152",39,"M","Alger","Standard","Product 041","Electronics",24895.41,9568.91,15326.5,61.56,2024-02-23,2024,2,"février",23,"vendredi","Store Center","Alger",500,24895.41,0,24895.41,9568.91,15326.5,-0.269822961148744
1,271,30,78,1034,1,0,"Client 0078",50,"M","Alger","Standard","Product 030","Clothing",2144.57,17875.92,-15731.35,-733.54,2023-09-28,2023,9,"septembre",28,"jeudi","Store Center","Alger",500,2144.57,0,2144.57,17875.92,-15731.35,-1.18868474195059
1,575,40,78,1403,2,0,"Client 0078",50,"M","Alger","Standard","Product 040","Food",16673.35,5967.78,10705.57,64.21,2024-07-28,2024,7,"juillet",28,"dimanche","Store Center","Alger",500,33346.7,0,33346.7,11935.56,21411.14,0.0715080569355479
1,536,16,17,1427,1,10,"Client 0017",26,"M","Annaba","Standard","Product 016","Food",29430.2,7805.4,21624.8,73.48,2024-06-19,2024,6,"juin",19,"mercredi","Store Center","Alger",500,29430.2,2943.02,26487.18,7805.4,18681.78,-0.205534494576655
1,63,34,83,1719,1,0,"Client 0083",53,"M","Alger","Economy","Product 034","Clothing",19356.27,13165.48,6190.79,31.98,2023-03-04,2023,3,"mars",4,"samedi","Store Center","Alger",500,19356.27,0,19356.27,13165.48,6190.79,-0.493537955606564
1,9,25,233,420,2,20,"Client 0233",37,"F","Annaba","Standard","Product 025","Home",1773.5,5451.52,-3678.02,-207.39,2023-01-09,2023,1,"janvier",9,"lundi","Store Center","Alger",500,3547,709.4,2837.6,10903.04,-8065.44,-1.16069462026941
1,613,48,172,363,3,5,"Client 0172",54,"F","Annaba","Standard","Product 048","Sports",27799.66,5750.9,22048.76,79.31,2024-09-04,2024,9,"septembre",4,"mercredi","Store Center","Alger",500,83398.98,4169.949,79229.031,17252.7,61976.331,1.92460536543052
1,125,22,106,1624,2,15,"Client 0106",46,"F","Alger","Standard","Product 022","Electronics",16154.13,13103.16,3050.97,18.89,2023-05-05,2023,5,"mai",5,"vendredi","Store Center","Alger",500,32308.26,4846.239,27462.021,26206.32,1255.701,-0.166162579638189
1,240,48,118,1442,3,0,"Client 0118",48,"F","Blida","Premium","Product 048","Sports",27799.66,5750.9,22048.76,79.31,2023-08-28,2023,8,"août",28,"lundi","Store Center","Alger",500,83398.98,0,83398.98,17252.7,66146.28,2.09302142233184
1,588,17,247,135,1,10,"Client 0247",32,"F","Blida","Premium","Product 017","Food",18301.26,1606.83,16694.43,91.22,2024-08-10,2024,8,"août",10,"samedi","Store Center","Alger",500,18301.26,1830.126,16471.134,1606.83,14864.304,-0.610062936785963
1,270,4,180,1494,1,0,"Client 0180",34,"M","Constantine","Economy","Product 004","Electronics",10834.96,7384.63,3450.33,31.84,2023-09-27,2023,9,"septembre",27,"mercredi","Store Center","Alger",500,10834.96,0,10834.96,7384.63,3450.33,-0.837696944081917
1,110,45,117,1569,1,10,"Client 0117",69,"F","Constantine","Economy","Product 045","Sports",27863.09,14779.69,13083.4,46.96,2023-04-20,2023,4,"avril",20,"jeudi","Store Center","Alger",500,27863.09,2786.309,25076.781,14779.69,10297.091,-0.262497742385577
1,605,19,48,1812,2,20,"Client 0048",50,"M","Constantine","Premium","Product 019","Clothing",15602.58,11886.55,3716.03,23.82,2024-08-27,2024,8,"août",27,"mardi","Store Center","Alger",500,31205.16,6241.032,24964.128,23773.1,1191.028,-0.267047575982608
1,286,24,111,845,1,0,"Client 0111",21,"F","Annaba","Economy","Product 024","Food",13053.63,12242.76,810.869999999999,6.21,2023-10-13,2023,10,"octobre",13,"vendredi","Store Center","Alger",500,13053.63,0,13053.63,12242.76,810.869999999999,-0.748089216753535
1,700,43,174,14,1,0,"Client 0174",43,"M","Annaba","Standard","Product 043","Food",10967.98,5084.44,5883.54,53.64,2024-11-30,2024,11,"novembre",30,"samedi","Store Center","Alger",500,10967.98,0,10967.98,5084.44,5883.54,-0.832324527323579
1,72,13,140,806,1,0,"Client 0140",36,"F","Blida","Standard","Product 013","Food",29459.03,13790.59,15668.44,53.19,2023-03-13,2023,3,"mars",13,"lundi","Store Center","Alger",500,29459.03,0,29459.03,13790.59,15668.44,-0.0855073051069049
1,19,16,1,1916,3,10,"Client 0001",55,"F","Constantine","Premium","Product 016","Food",29430.2,7805.4,21624.8,73.48,2023-01-19,2023,1,"janvier",19,"jeudi","Store Center","Alger",500,88290.6,8829.06,79461.54,23416.2,56045.34,1.93399594765924
1,714,38,182,507,3,5,"Client 0182",44,"M","Blida","Standard","Product 038","Sports",10903.83,8936.47,1967.36,18.04,2024-12-14,2024,12,"décembre",14,"samedi","Store Center","Alger",500,32711.49,1635.5745,31075.9155,26809.41,4266.5055,-0.0202044727770794
1,117,41,100,799,1,10,"Client 0100",57,"M","Alger","Premium","Product 041","Electronics",24895.41,9568.91,15326.5,61.56,2023-04-27,2023,4,"avril",27,"jeudi","Store Center","Alger",500,24895.41,2489.541,22405.869,9568.91,12836.959,-0.37037063660333
1,200,25,156,1738,1,5,"Client 0156",18,"F","Alger","Standard","Product 025","Home",1773.5,5451.52,-3678.02,-207.39,2023-07-19,2023,7,"juillet",19,"mercredi","Store Center","Alger",500,1773.5,88.675,1684.825,5451.52,-3766.695,-1.20725294028589
1,160,19,144,1220,2,0,"Client 0144",66,"F","Alger","Standard","Product 019","Clothing",15602.58,11886.55,3716.03,23.82,2023-06-09,2023,6,"juin",9,"vendredi","Store Center","Alger",500,31205.16,0,31205.16,23773.1,7432.06,-0.0149845410546092
1,245,18,240,605,1,15,"Client 0240",26,"F","Annaba","Premium","Product 018","Food",3646.44,6024.62,-2378.18,-65.22,2023-09-02,2023,9,"septembre",2,"samedi","Store Center","Alger",500,3646.44,546.966,3099.474,6024.62,-2925.146,-1.15011804331728
1,145,43,3,134,2,0,"Client 0003",38,"F","Annaba","Standard","Product 043","Food",10967.98,5084.44,5883.54,53.64,2023-05-25,2023,5,"mai",25,"jeudi","Store Center","Alger",500,21935.96,0,21935.96,10168.88,11767.08,-0.389349338952554
1,557,11,199,1175,1,10,"Client 0199",74,"M","Blida","Economy","Product 011","Sports",28466.3,10520.7,17945.6,63.04,2024-07-10,2024,7,"juillet",10,"mercredi","Store Center","Alger",500,28466.3,2846.63,25619.67,10520.7,15098.97,-0.240571521054069
1,39,43,97,1801,4,5,"Client 0097",23,"F","Alger","Economy","Product 043","Food",10967.98,5084.44,5883.54,53.64,2023-02-08,2023,2,"février",8,"mercredi","Store Center","Alger",500,43871.92,2193.596,41678.324,20337.76,21340.564,0.408006000115291
1,75,38,13,469,2,0,"Client 0013",52,"F","Annaba","Standard","Product 038","Sports",10903.83,8936.47,1967.36,18.04,2023-03-16,2023,3,"mars",16,"jeudi","Store Center","Alger",500,21807.66,0,21807.66,17872.94,3934.72,-0.394531124173534
1,561,40,232,540,1,15,"Client 0232",50,"M","Oran","Economy","Product 040","Food",16673.35,5967.78,10705.57,64.21,2024-07-14,2024,7,"juillet",14,"dimanche","Store Center","Alger",500,16673.35,2501.0025,14172.3475,5967.78,8204.5675,-0.702906412326789
1,707,21,210,1233,1,0,"Client 0210",46,"F","Oran","Standard","Product 021","Food",8744.66,16861.06,-8116.4,-92.82,2024-12-07,2024,12,"décembre",7,"samedi","Store Center","Alger",500,8744.66,0,8744.66,16861.06,-8116.4,-0.922120059026688
1,561,31,229,1492,5,0,"Client 0229",36,"M","Alger","Standard","Product 031","Sports",22568.65,19455.89,3112.76,13.79,2024-07-14,2024,7,"juillet",14,"dimanche","Store Center","Alger",500,112843.25,0,112843.25,97279.45,15563.8,3.28221770548492
1,195,36,198,1468,1,0,"Client 0198",47,"M","Constantine","Standard","Product 036","Electronics",7689.72,12203.3,-4513.58,-58.7,2023-07-14,2023,7,"juillet",14,"vendredi","Store Center","Alger",500,7689.72,0,7689.72,12203.3,-4513.58,-0.964727015386941
1,190,44,158,1976,3,5,"Client 0158",35,"M","Annaba","Standard","Product 044","Clothing",29953.88,9571.22,20382.66,68.05,2023-07-09,2023,7,"juillet",9,"dimanche","Store Center","Alger",500,89861.64,4493.082,85368.558,28713.66,56654.898,2.17256881260439
1,633,44,158,965,2,10,"Client 0158",35,"M","Annaba","Standard","Product 044","Clothing",29953.88,9571.22,20382.66,68.05,2024-09-24,2024,9,"septembre",24,"mardi","Store Center","Alger",500,59907.76,5990.776,53916.984,19142.44,34774.544,0.90230146007318
1,412,12,2,1713,2,0,"Client 0002",47,"M","Blida","Economy","Product 012","Sports",4326.53,9151.69,-4825.16,-111.52,2024-02-16,2024,2,"février",16,"vendredi","Store Center","Alger",500,8653.06,0,8653.06,18303.38,-9650.32,-0.925819603268635
